ISSUE_DATE,ISSUE_TIME,FINE_AMOUNT,TICKET_LOCATION_STREET,VIOLATION DESCRIPTION,TIME,DOW
2/20/15,11:15,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Fri
2/20/15,11:16,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Fri
1/30/17,13:30,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,13,Mon
1/30/17,13:31,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,13,Mon
1/30/17,13:51,$150.00,LOT 12A - ONYX-LAWRENCE,RESERVE & TOW,13,Mon
1/31/17,13:23,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,13,Tue
1/25/17,10:32,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Wed
1/31/17,10:37,$0.00,LOT 12A - ONYX-LAWRENCE,NO UO PERMIT - ADA,10,Tue
2/1/17,8:12,$0.00,LOT 12A - ONYX-LAWRENCE,BOOT WARNING,8,Wed
2/1/17,8:11,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,8,Wed
2/2/17,10:48,$0.00,LOT 12A - ONYX-LAWRENCE,NO UO PERMIT - ADA,10,Thu
1/25/17,13:58,$0.00,LOT 12A - ONYX-LAWRENCE,NO UO PERMIT - ADA,13,Wed
2/28/17,10:28,$150.00,LOT 12A - ONYX-LAWRENCE,RESERVE & TOW,10,Tue
8/11/15,9:15,$35.00,LOT 12A - ONYX-LAWRENCE,NO PARKING ZONE,9,Tue
8/12/15,16:36,$150.00,LOT 12A - ONYX-LAWRENCE,RESERVE & TOW,16,Wed
3/1/17,13:48,$150.00,LOT 12A - ONYX-LAWRENCE,RESERVE & TOW,13,Wed
8/13/15,16:44,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,16,Thu
8/14/15,12:06,$35.00,LOT 12A - ONYX-LAWRENCE,YELLOW ZONE,12,Fri
8/17/15,14:01,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Mon
8/24/15,10:00,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Mon
8/27/15,16:37,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,16,Thu
8/27/15,16:43,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,16,Thu
8/28/15,15:30,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,15,Fri
7/30/15,12:10,$150.00,LOT 12A - ONYX-LAWRENCE,RESERVE & TOW,12,Thu
1/27/17,10:41,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Fri
1/31/17,14:16,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Tue
1/30/17,8:54,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,8,Mon
1/30/17,8:55,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,8,Mon
2/1/17,9:52,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,9,Wed
2/1/17,14:07,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Wed
2/1/17,14:14,$40.00,LOT 12A - ONYX-LAWRENCE,NO UO PERMIT,14,Wed
2/2/17,10:46,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Thu
2/3/17,11:29,$40.00,LOT 12A - ONYX-LAWRENCE,NO UO PERMIT,11,Fri
2/3/17,15:06,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,15,Fri
1/30/17,10:29,$0.00,LOT 12A - ONYX-LAWRENCE,NO UO PERMIT - ADA,10,Mon
3/3/17,15:53,$0.00,LOT 12A - ONYX-LAWRENCE,NO UO PERMIT - ADA,15,Fri
3/6/17,11:03,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Mon
2/10/17,15:39,$150.00,LOT 12A - ONYX-LAWRENCE,RESERVE & TOW,15,Fri
2/13/17,14:31,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Mon
2/16/17,11:01,$150.00,LOT 12A - ONYX-LAWRENCE,RESERVE & TOW,11,Thu
2/16/17,11:04,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Thu
2/20/17,9:03,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,9,Mon
2/17/17,10:47,$470.00,LOT 12A - ONYX-LAWRENCE,DISABLED SPACE PSTD,10,Fri
1/19/17,14:06,$0.00,LOT 12A - ONYX-LAWRENCE,NO UO PERMIT - ADA,14,Thu
1/23/17,4:15,$35.00,LOT 12A - ONYX-LAWRENCE,NO OVERNIGHT PARKING,4,Mon
1/23/17,4:13,$35.00,LOT 12A - ONYX-LAWRENCE,NO OVERNIGHT PARKING,4,Mon
2/3/17,16:35,$150.00,LOT 12A - ONYX-LAWRENCE,RESERVE & TOW,16,Fri
2/3/17,16:38,$20.00,LOT 12A - ONYX-LAWRENCE,30 MINUTE ONLY ZONE,16,Fri
3/7/17,13:20,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,13,Tue
2/13/17,14:27,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Mon
2/16/17,11:05,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Thu
3/7/17,14:00,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Tue
3/8/17,10:08,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Wed
3/8/17,14:20,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Wed
3/9/17,13:14,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,13,Thu
2/16/17,11:06,$0.00,LOT 12A - ONYX-LAWRENCE,BOOT WARNING,11,Thu
2/20/17,11:15,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Mon
2/7/17,10:56,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Tue
2/9/17,15:13,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,15,Thu
2/10/17,14:11,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Fri
2/13/17,14:29,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Mon
2/13/17,14:30,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Mon
1/25/17,10:53,$0.00,LOT 12A - ONYX-LAWRENCE,NO UO PERMIT - ADA,10,Wed
1/23/17,9:48,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,9,Mon
1/24/17,11:20,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Tue
1/24/17,14:53,$470.00,LOT 12A - ONYX-LAWRENCE,DISABLED SPACE PSTD,14,Tue
1/24/17,14:55,$0.00,LOT 12A - ONYX-LAWRENCE,NO UO PERMIT - ADA,14,Tue
1/26/17,10:51,$0.00,LOT 12A - ONYX-LAWRENCE,NO UO PERMIT - ADA,10,Thu
1/26/17,14:23,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Thu
1/30/17,10:34,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Mon
3/6/17,14:50,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Mon
3/6/17,14:51,$50.00,LOT 12A - ONYX-LAWRENCE,BOOT FEE,14,Mon
3/7/17,15:41,$150.00,LOT 12A - ONYX-LAWRENCE,RESERVE & TOW,15,Tue
3/9/17,10:19,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Thu
2/7/17,10:57,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Tue
2/7/17,10:58,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Tue
2/6/17,10:32,$150.00,LOT 12A - ONYX-LAWRENCE,RESERVE & TOW,10,Mon
2/7/17,14:33,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,14,Tue
2/10/17,14:13,$35.00,LOT 12A - ONYX-LAWRENCE,YELLOW ZONE,14,Fri
2/13/17,16:53,$150.00,LOT 12A - ONYX-LAWRENCE,RESERVE & TOW,16,Mon
1/30/17,14:46,$0.00,LOT 12A - ONYX-LAWRENCE,NO UO PERMIT - ADA,14,Mon
3/13/17,11:21,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME STREET MTR,11,Mon
1/25/16,10:41,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Mon
2/24/15,10:31,$45.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE,10,Tue
2/24/15,10:32,$50.00,LOT 12A - ONYX-LAWRENCE,TOWING FEE,10,Tue
5/19/16,8:42,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,8,Thu
2/25/15,9:05,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,9,Wed
2/23/16,11:04,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Tue
2/23/15,10:45,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,10,Mon
2/23/15,10:46,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME STREET MTR,10,Mon
2/23/15,12:22,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,12,Mon
2/24/15,12:23,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,12,Tue
2/25/15,10:33,$30.00,LOT 12A - ONYX-LAWRENCE,NO PERMIT DISPLAYED,10,Wed
2/25/15,11:27,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER,11,Wed
